id,text,pos,lemma,level,sense,type
1551,འགྲོ་ཡི,NULL,NULL,3,NULL,1
1552,འོད,NULL,NULL,3,NULL,1
1553,ཡལ་ག,NULL,NULL,3,NULL,1
1554,རྔ་མ,NULL,NULL,3,NULL,1
1555,རྩེས,NULL,NULL,3,NULL,1
1556,རྫོང,NULL,NULL,3,NULL,1
1557,ལྷན,NULL,NULL,3,NULL,1
1558,ལྷུང་བ,NULL,NULL,3,NULL,1
1559,ས་གནས,NULL,NULL,3,NULL,1
1560,སད,NULL,NULL,3,NULL,1
1561,སུ་ཏ་སོ་མ,NULL,NULL,3,NULL,1
1562,སྒྲུབ་པ,NULL,NULL,3,NULL,1
1563,སློབ་གསོ,NULL,NULL,3,NULL,1
1564,ཨ་མ་ལགས,NULL,NULL,3,NULL,1
1565,ཀླུ,NULL,NULL,3,NULL,1
1566,གཅིག་བྱས་ན,NULL,NULL,3,NULL,1
1567,གཏིང,NULL,NULL,3,NULL,1
1568,གཙོ་ཆེ་ཤོས,NULL,NULL,3,NULL,1
1569,གྲོས་བསྡུར,NULL,NULL,3,NULL,1
1570,གླང་གོག,NULL,NULL,3,NULL,1
1571,ཅི་འདྲ,NULL,NULL,3,NULL,1
1572,ཆ་བཞག་པ,NULL,NULL,3,NULL,1
1573,ཐ་ཆུང,NULL,NULL,3,NULL,1
1574,ཐུབ་ཡ,NULL,NULL,3,NULL,1
1575,དགེ་འདུན,NULL,NULL,3,NULL,1
1576,ནམ་མཁའ,NULL,NULL,3,NULL,1
1577,བཅར,NULL,NULL,3,NULL,1
1578,མི་ཉན,NULL,NULL,3,NULL,1
1579,མི་ཚོ,NULL,NULL,3,NULL,1
1580,མི་རབས,NULL,NULL,3,NULL,1
1581,མིག་གསུམ་མ,NULL,NULL,3,NULL,1
1582,མོ་ཊ,NULL,NULL,3,NULL,1
1583,མོས་མཐུན,NULL,NULL,3,NULL,1
1584,ཚ་བ,NULL,NULL,3,NULL,1
1585,ཚབ,NULL,NULL,3,NULL,1
1586,ཟད,NULL,NULL,3,NULL,1
1587,འགན་འཛིན,NULL,NULL,3,NULL,1
1588,འདི་ནས,NULL,NULL,3,NULL,1
1589,ཡང་སྙིང,NULL,NULL,3,NULL,1
1590,ཡར་ལངས,NULL,NULL,3,NULL,1
1591,རྒྱུག,NULL,NULL,3,NULL,1
1592,རྟག་པ,NULL,NULL,3,NULL,1
1593,རྟེའུ,NULL,NULL,3,NULL,1
1594,རྭ་ཅོ,NULL,NULL,3,NULL,1
1595,ལེགས་པ,NULL,NULL,3,NULL,1
1596,ལྟོགས,NULL,NULL,3,NULL,1
1597,ལྷ་རིས,NULL,NULL,3,NULL,1
1598,ཤུགས་ཆེན་པོ,NULL,NULL,3,NULL,1
1599,ཤེས་བྱ,NULL,NULL,3,NULL,1
1600,སྐད་ཅིག,NULL,NULL,3,NULL,1
1601,སྐོར་བ,NULL,NULL,3,NULL,1
1602,སྒྲོག་ཙེ,NULL,NULL,3,NULL,1
1603,སྙམ་པ,NULL,NULL,3,NULL,1
1604,སྤྱོད་པ,NULL,NULL,3,NULL,1
1605,སྲུང་སྐྱོབ,NULL,NULL,3,NULL,1
1606,ཨང་གྲངས,NULL,NULL,3,NULL,1
1607,ཁུག་མ,NULL,NULL,3,NULL,1
1608,ཁེརལ,NULL,NULL,3,NULL,1
1609,ཁྱེད་གཉིས,NULL,NULL,3,NULL,1
1610,ཁྱོད་རང་ཚོ,NULL,NULL,3,NULL,1
1611,གཏན་འཁེལ,NULL,NULL,3,NULL,1
1612,གོ་རིམ,NULL,NULL,3,NULL,1
1613,གྲགས,NULL,NULL,3,NULL,1
1614,གྲོལ,NULL,NULL,3,NULL,1
1615,གླེན་པ,NULL,NULL,3,NULL,1
1616,ངོ་ཤེས,NULL,NULL,3,NULL,1
1617,ཆུ་འཁོར,NULL,NULL,3,NULL,1
1618,ཐང,NULL,NULL,3,NULL,1
1619,ཐོགས,NULL,NULL,3,NULL,1
1620,དུས་རྒྱུན,NULL,NULL,3,NULL,1
1621,དེང་རབས,NULL,NULL,3,NULL,1
1622,ནམ་ཡང,NULL,NULL,3,NULL,1
1623,ཕབ,NULL,NULL,3,NULL,1
1624,ཕོག,NULL,NULL,3,NULL,1
1625,བགོ་བཤའ,NULL,NULL,3,NULL,1
1626,བཏུང,NULL,NULL,3,NULL,1
1627,བཙོང,NULL,NULL,3,NULL,1
1628,བཞི་པ,NULL,NULL,3,NULL,1
1629,བརྩི,NULL,NULL,3,NULL,1
1630,བོད་རིགས,NULL,NULL,3,NULL,1
1631,བྲིས་པ,NULL,NULL,3,NULL,1
1632,མ་བྱེད,NULL,NULL,3,NULL,1
1633,མཆོད་མེ,NULL,NULL,3,NULL,1
1634,མཇལ,NULL,NULL,3,NULL,1
1635,མི་དགོས་པ,NULL,NULL,3,NULL,1
1636,མི་འདུག་གས,NULL,NULL,3,NULL,1
1637,མི་སྐྱ,NULL,NULL,3,NULL,1
1638,མིག་ཆུ,NULL,NULL,3,NULL,1
1639,ཞིང་ཁ,NULL,NULL,3,NULL,1
1640,ཟ་རྒྱུ,NULL,NULL,3,NULL,1
1641,ཟེར་ནས,NULL,NULL,3,NULL,1
1642,ཟེར་མཁན,NULL,NULL,3,NULL,1
1643,འཁེལ,NULL,NULL,3,NULL,1
1644,འཐུ,NULL,NULL,3,NULL,1
1645,འབུམ,NULL,NULL,3,NULL,1
1646,འབྱོར,NULL,NULL,3,NULL,1
1647,འབྲེལ,NULL,NULL,3,NULL,1
1648,ཡོང་ཡ,NULL,NULL,3,NULL,1
1649,རལ་གྲི,NULL,NULL,3,NULL,1
1650,རིན་ཐང,NULL,NULL,3,NULL,1
1651,རྒྱ་ཆེན་པོ,NULL,NULL,3,NULL,1
1652,རྟགས་མ་གྲུབ,NULL,NULL,3,NULL,1
1653,རྩོམ་ཡིག,NULL,NULL,3,NULL,1
1654,ལྐོག,NULL,NULL,3,NULL,1
1655,ལྷོད་ལྷོད,NULL,NULL,3,NULL,1
1656,སེམས་ཁམས,NULL,NULL,3,NULL,1
1657,སེམས་སྡུག,NULL,NULL,3,NULL,1
1658,སེར་པོ,NULL,NULL,3,NULL,1
1659,སྐད་འཕྲིན,NULL,NULL,3,NULL,1
1660,སྐྱིད་པ,NULL,NULL,3,NULL,1
1661,སྟོན་སྐལ,NULL,NULL,3,NULL,1
1662,སྦྲུལ,NULL,NULL,3,NULL,1
1663,ཧ,NULL,NULL,3,NULL,1
1664,ཀ,NULL,NULL,3,NULL,1
1665,ཁོང་རང,NULL,NULL,3,NULL,1
1666,ཁྱེད་ཀྱི,NULL,NULL,3,NULL,1
1667,གནད་འགག,NULL,NULL,3,NULL,1
1668,གནས་ཚང,NULL,NULL,3,NULL,1
1669,གཤོག་པ,NULL,NULL,3,NULL,1
1670,གས,NULL,NULL,3,NULL,1
1671,གྱོན་པ,NULL,NULL,3,NULL,1
1672,གྲོག་མ,NULL,NULL,3,NULL,1
1673,ཆད་པ,NULL,NULL,3,NULL,1
1674,ཇག་པ,NULL,NULL,3,NULL,1
1675,ཇེམ་ཙེ,NULL,NULL,3,NULL,1
1676,ཉིན་མཚན,NULL,NULL,3,NULL,1
1677,ཐུབ་ས,NULL,NULL,3,NULL,1
1678,ཐོག་ཁ,NULL,NULL,3,NULL,1
1679,དམ་ཚིག,NULL,NULL,3,NULL,1
1680,དུག་སྦྲུལ,NULL,NULL,3,NULL,1
1681,དོགས་པ,NULL,NULL,3,NULL,1
1682,ནང་ནས,NULL,NULL,3,NULL,1
1683,པར་སྐྲུན,NULL,NULL,3,NULL,1
1684,ཕན་ཡོན,NULL,NULL,3,NULL,1
1685,ཕྱགས་མ,NULL,NULL,3,NULL,1
1686,ཕྱི་མ,NULL,NULL,3,NULL,1
1687,བག་ཆགས,NULL,NULL,3,NULL,1
1688,བག་མ,NULL,NULL,3,NULL,1
1689,བཏོན་པ,NULL,NULL,3,NULL,1
1690,བརྙན་འཕྲིན,NULL,NULL,3,NULL,1
1691,བརྩམས་ཆོས,NULL,NULL,3,NULL,1
1692,བལ,NULL,NULL,3,NULL,1
1693,བཤད་དུས,NULL,NULL,3,NULL,1
1694,བྱེད་ན,NULL,NULL,3,NULL,1
1695,བྲག་ཕུག,NULL,NULL,3,NULL,1
1696,བྲོ་བ,NULL,NULL,3,NULL,1
1697,མ་འགྲོ,NULL,NULL,3,NULL,1
1698,མགོན་པོ,NULL,NULL,3,NULL,1
1699,མགྲོན་ཁང,NULL,NULL,3,NULL,1
1700,མི་བྱེད་པ,NULL,NULL,3,NULL,1
1701,མིག་རིལ,NULL,NULL,3,NULL,1
1702,མེད་དུས,NULL,NULL,3,NULL,1
1703,ཟ་ཁང,NULL,NULL,3,NULL,1
1704,འཁྲབ་ཁྲིད་པ,NULL,NULL,3,NULL,1
1705,འདི་ག,NULL,NULL,3,NULL,1
1706,འཕྱེ,NULL,NULL,3,NULL,1
1707,འབྱུང་བ,NULL,NULL,3,NULL,1
1708,ཡིན་པའི་ཕྱིར,NULL,NULL,3,NULL,1
1709,རེད་འདུག,NULL,NULL,3,NULL,1
1710,རྒན་རྒོན,NULL,NULL,3,NULL,1
1711,རྒྱབ་ལོགས,NULL,NULL,3,NULL,1
1712,རྒྱལ་སྤྱི,NULL,NULL,3,NULL,1
1713,ལུག་བཟང,NULL,NULL,3,NULL,1
1714,སུམ་བརྒྱ,NULL,NULL,3,NULL,1
1715,སེམས་ཤུགས,NULL,NULL,3,NULL,1
1716,སོགས་པ,NULL,NULL,3,NULL,1
1717,སོང་བ་ན,NULL,NULL,3,NULL,1
1718,སྙིང་རྗེ་པོ,NULL,NULL,3,NULL,1
1719,སྲིད་པ,NULL,NULL,3,NULL,1
1720,སླ་ང,NULL,NULL,3,NULL,1
1721,སླད,NULL,NULL,3,NULL,1
1722,ཁ་བརྡ,NULL,NULL,3,NULL,1
1723,ཁམ་སྡོང,NULL,NULL,3,NULL,1
1724,གང་ཡིན་ཟེར་ན,NULL,NULL,3,NULL,1
1725,གཞན་སེལ,NULL,NULL,3,NULL,1
1726,གཡུ,NULL,NULL,3,NULL,1
1727,གཤིན་རྗེ,NULL,NULL,3,NULL,1
1728,གྲང་མོ,NULL,NULL,3,NULL,1
1729,གྲུ,NULL,NULL,3,NULL,1
1730,གྲོང་ཚོ,NULL,NULL,3,NULL,1
1731,ངག,NULL,NULL,3,NULL,1
1732,ཆོས་རྒྱལ,NULL,NULL,3,NULL,1
1733,ཉེན་ཁ,NULL,NULL,3,NULL,1
1734,ཐ་ན,NULL,NULL,3,NULL,1
1735,ཐང་ག,NULL,NULL,3,NULL,1
1736,དེའི་སྐབས,NULL,NULL,3,NULL,1
1737,པ་ཕ,NULL,NULL,3,NULL,1
1738,བཀལ,NULL,NULL,3,NULL,1
1739,བཅུ་པ,NULL,NULL,3,NULL,1
1740,བརྐུས,NULL,NULL,3,NULL,1
1741,བརྒྱུད་རིམ,NULL,NULL,3,NULL,1
1742,བརྡུངས,NULL,NULL,3,NULL,1
1743,བཤད་རྒྱུ,NULL,NULL,3,NULL,1
1744,བསགས་པ,NULL,NULL,3,NULL,1
1745,བསྒྲགས,NULL,NULL,3,NULL,1
1746,བྱ་གླག,NULL,NULL,3,NULL,1
1747,བྱ་རོག,NULL,NULL,3,NULL,1
1748,བྱང་ཆུབ་ཀྱི་སེམས,NULL,NULL,3,NULL,1
1749,བློ་རིག,NULL,NULL,3,NULL,1
1750,མ་བཤད,NULL,NULL,3,NULL,1
1751,མགོ་སྐོར,NULL,NULL,3,NULL,1
1752,མང་བ,NULL,NULL,3,NULL,1
1753,མངར་མོ,NULL,NULL,3,NULL,1
1754,མི་ཡུལ,NULL,NULL,3,NULL,1
1755,མོ་པ,NULL,NULL,3,NULL,1
1756,མོག་མོག,NULL,NULL,3,NULL,1
1757,ཚན་རིག་པ,NULL,NULL,3,NULL,1
1758,ཚར་ན,NULL,NULL,3,NULL,1
1759,ཞབས་བརྟན,NULL,NULL,3,NULL,1
1760,ཞིབ,NULL,NULL,3,NULL,1
1761,ཞུ་ཡ,NULL,NULL,3,NULL,1
1762,འཁོར་ལོ,NULL,NULL,3,NULL,1
1763,འགྲུབ,NULL,NULL,3,NULL,1
1764,འཛོམས,NULL,NULL,3,NULL,1
1765,ཡིན་ཡིན་པ,NULL,NULL,3,NULL,1
1766,རང་གྲོལ,NULL,NULL,3,NULL,1
1767,རང་བཙན,NULL,NULL,3,NULL,1
1768,རྒྱ་མི,NULL,NULL,3,NULL,1
1769,རྒྱལ་ཁམས,NULL,NULL,3,NULL,1
1770,རྗེས་སུ,NULL,NULL,3,NULL,1
1771,རྣམ་འགྱུར,NULL,NULL,3,NULL,1
1772,ལུང་བ,NULL,NULL,3,NULL,1
1773,ལུས་པོ,NULL,NULL,3,NULL,1
1774,ལེགས་འོངས,NULL,NULL,3,NULL,1
1775,ཤེས་རབ,NULL,NULL,3,NULL,1
1776,སྐུ་ཕྲེང,NULL,NULL,3,NULL,1
1777,སྒྲོག་པ,NULL,NULL,3,NULL,1
1778,སྤྱི,NULL,NULL,3,NULL,1
1779,སྤྱིར,NULL,NULL,3,NULL,1
1780,སྦལ་བ,NULL,NULL,3,NULL,1
1781,སློབ་དཔོན,NULL,NULL,3,NULL,1
1782,ཧ་ཧ་ཧ,NULL,NULL,3,NULL,1
1783,ཁུག་པ,NULL,NULL,3,NULL,1
1784,ཁྭ་ཏ,NULL,NULL,3,NULL,1
1785,ཁྲོས,NULL,NULL,3,NULL,1
1786,གང་ཡིན,NULL,NULL,3,NULL,1
1787,གང་སར,NULL,NULL,3,NULL,1
1788,གསང་བ,NULL,NULL,3,NULL,1
1789,གྲངས་ཀ,NULL,NULL,3,NULL,1
1790,གླེང,NULL,NULL,3,NULL,1
1791,ང་རྒྱལ,NULL,NULL,3,NULL,1
1792,ངེད་ཚང,NULL,NULL,3,NULL,1
1793,ཅང,NULL,NULL,3,NULL,1
1794,ཅལ,NULL,NULL,3,NULL,1
1795,ཅི་གང,NULL,NULL,3,NULL,1
1796,ཆུ་སྐྱར,NULL,NULL,3,NULL,1
1797,ཐག་རིང་པོ,NULL,NULL,3,NULL,1
1798,ཐབས་ལམ,NULL,NULL,3,NULL,1
1799,དཀའ,NULL,NULL,3,NULL,1
1800,དཔེ་དེབ,NULL,NULL,3,NULL,1
1801,དབྱིངས,NULL,NULL,3,NULL,1
1802,དོགས,NULL,NULL,3,NULL,1
1803,དྲང་སྲོང,NULL,NULL,3,NULL,1
1804,པར་ཆས,NULL,NULL,3,NULL,1
1805,ཕུག་རོན,NULL,NULL,3,NULL,1
1806,ཕྱི་ནང,NULL,NULL,3,NULL,1
1807,ཕྱེ་མ་ལེབ,NULL,NULL,3,NULL,1
1808,བབས་པ,NULL,NULL,3,NULL,1
1809,བཙུགས་པ,NULL,NULL,3,NULL,1
1810,བཞེས,NULL,NULL,3,NULL,1
1811,བཟང་བོ,NULL,NULL,3,NULL,1
1812,བརྩིས,NULL,NULL,3,NULL,1
1813,བལྟ་ཡ,NULL,NULL,3,NULL,1
1814,བོ,NULL,NULL,3,NULL,1
1815,བྱ་རྒྱུ,NULL,NULL,3,NULL,1
1816,བླ་བྲང,NULL,NULL,3,NULL,1
1817,མ་གི,NULL,NULL,3,NULL,1
1818,མཆུ་ཏོ,NULL,NULL,3,NULL,1
1819,མཉམ་པོ,NULL,NULL,3,NULL,1
1820,མཐུན་རྐྱེན,NULL,NULL,3,NULL,1
1821,མཛུབ་མོ,NULL,NULL,3,NULL,1
1822,མྱོང་བ,NULL,NULL,3,NULL,1
1823,འགྲོ་སོང,NULL,NULL,3,NULL,1
1824,འཇུག་པ,NULL,NULL,3,NULL,1
1825,འདུག་པས,NULL,NULL,3,NULL,1
1826,འདྲེ་རྒན,NULL,NULL,3,NULL,1
1827,འུ་ཅག,NULL,NULL,3,NULL,1
1828,ཡིག་ཚང,NULL,NULL,3,NULL,1
1829,ཡིག་ཚད,NULL,NULL,3,NULL,1
1830,ཡིན་ཙང,NULL,NULL,3,NULL,1
1831,རུས་པ,NULL,NULL,3,NULL,1
1832,རྩ་བའི་ཁ་དོག,NULL,NULL,3,NULL,1
1833,རྫུན་གཏམ,NULL,NULL,3,NULL,1
1834,ལས་སླ་པོ,NULL,NULL,3,NULL,1
1835,ལྡན,NULL,NULL,3,NULL,1
1836,ས་ན,NULL,NULL,3,NULL,1
1837,ས་འོག,NULL,NULL,3,NULL,1
1838,སྐད་གྲགས,NULL,NULL,3,NULL,1
1839,སྐྲ་ལོ,NULL,NULL,3,NULL,1
1840,སྒོ་ལྕགས,NULL,NULL,3,NULL,1
1841,སྒོམ་ཆེན,NULL,NULL,3,NULL,1
1842,སྔ་ས,NULL,NULL,3,NULL,1
1843,སྡེར་མོ,NULL,NULL,3,NULL,1
1844,སྡོད་ས,NULL,NULL,3,NULL,1
1845,སྲུང་བ,NULL,NULL,3,NULL,1
1846,ཧ་ལམ,NULL,NULL,3,NULL,1
1847,ཧ་ལས་པ,NULL,NULL,3,NULL,1
1848,ཨ་ཡེ,NULL,NULL,3,NULL,1
1849,ཨུ་ཚུགས,NULL,NULL,3,NULL,1
1850,གདངས,NULL,NULL,3,NULL,1
1851,གཟབ་གཟབ,NULL,NULL,3,NULL,1
1852,གསུང་ཡ,NULL,NULL,3,NULL,1
1853,གསེར་དངུལ,NULL,NULL,3,NULL,1
1854,གསེར་མོ་མཚོ,NULL,NULL,3,NULL,1
1855,གྲྭ་ས,NULL,NULL,3,NULL,1
1856,ངོ་བོ,NULL,NULL,3,NULL,1
1857,ཆུ་མིག,NULL,NULL,3,NULL,1
1858,ཉིན་མ,NULL,NULL,3,NULL,1
1859,ཉིན་ཤས,NULL,NULL,3,NULL,1
1860,ཐར་བ,NULL,NULL,3,NULL,1
1861,ད་ནངས,NULL,NULL,3,NULL,1
1862,དཔག་པ,NULL,NULL,3,NULL,1
1863,དཔེར་བཞག་ན,NULL,NULL,3,NULL,1
1864,དབུ་མ,NULL,NULL,3,NULL,1
1865,དབུགས,NULL,NULL,3,NULL,1
1866,དམངས,NULL,NULL,3,NULL,1
1867,དུས་ཆེན,NULL,NULL,3,NULL,1
1868,ན་ཟུག,NULL,NULL,3,NULL,1
1869,པ་སངས,NULL,NULL,3,NULL,1
1870,ཕོ,NULL,NULL,3,NULL,1
1871,བཀླགས,NULL,NULL,3,NULL,1
1872,བགྲེས་སོང,NULL,NULL,3,NULL,1
1873,བཅུ་གསུམ་པ,NULL,NULL,3,NULL,1
1874,བཏང་ཡ,NULL,NULL,3,NULL,1
1875,བཏེགས,NULL,NULL,3,NULL,1
1876,བར་དོ,NULL,NULL,3,NULL,1
1877,བསམས་པ,NULL,NULL,3,NULL,1
1878,མ་ཐུབ་ན,NULL,NULL,3,NULL,1
1879,མཆི་མ,NULL,NULL,3,NULL,1
1880,མདའ་རྩལ,NULL,NULL,3,NULL,1
1881,མཚེའུ,NULL,NULL,3,NULL,1
1882,མཛད་པ,NULL,NULL,3,NULL,1
1883,མཛེས,NULL,NULL,3,NULL,1
1884,མཛོད་ཁང,NULL,NULL,3,NULL,1
1885,མི་བྱེད,NULL,NULL,3,NULL,1
1886,མིན་འགྲོ,NULL,NULL,3,NULL,1
1887,མོས,NULL,NULL,3,NULL,1
1888,ཚད་མེད,NULL,NULL,3,NULL,1
1889,ཚུགས,NULL,NULL,3,NULL,1
1890,ཚེ་འདས,NULL,NULL,3,NULL,1
1891,འགྱེལ,NULL,NULL,3,NULL,1
1892,འགྱོད་པ,NULL,NULL,3,NULL,1
1893,འཆར་གཞི,NULL,NULL,3,NULL,1
1894,འཇིགས་སྐྲག,NULL,NULL,3,NULL,1
1895,འཐུང་བ,NULL,NULL,3,NULL,1
1896,འདི་བ,NULL,NULL,3,NULL,1
1897,འཕངས,NULL,NULL,3,NULL,1
1898,ཡན་ལག་གི་ཁ་དོག,NULL,NULL,3,NULL,1
1899,ཡིན་པར་ཐལ,NULL,NULL,3,NULL,1
1900,རག་པ,NULL,NULL,3,NULL,1
1901,རིམ,NULL,NULL,3,NULL,1
1902,རེའུ་མིག,NULL,NULL,3,NULL,1
1903,རྒྱག་པ,NULL,NULL,3,NULL,1
1904,རྒྱལ་བ,NULL,NULL,3,NULL,1
1905,རྒྱས,NULL,NULL,3,NULL,1
1906,རྫུན,NULL,NULL,3,NULL,1
1907,ལག་ལེན,NULL,NULL,3,NULL,1
1908,ལེ,NULL,NULL,3,NULL,1
1909,ལེགས་པོ,NULL,NULL,3,NULL,1
1910,ལྕགས,NULL,NULL,3,NULL,1
1911,ལྟུང་བཤགས,NULL,NULL,3,NULL,1
1912,ལྷ་ཅིག་ཚོ,NULL,NULL,3,NULL,1
1913,ཤུལ,NULL,NULL,3,NULL,1
1914,སྐེད་པ,NULL,NULL,3,NULL,1
1915,སྒལ་པ,NULL,NULL,3,NULL,1
1916,སྒོམ,NULL,NULL,3,NULL,1
1917,སྒྲ་འཇུག,NULL,NULL,3,NULL,1
1918,སྤྲུལ,NULL,NULL,3,NULL,1
1919,སྨིན,NULL,NULL,3,NULL,1
1920,སྨྲས་པ,NULL,NULL,3,NULL,1
1921,ཧ་ཧ,NULL,NULL,3,NULL,1
1922,ཨོ་ཅུས,NULL,NULL,3,NULL,1
1923,ཁབ,NULL,NULL,3,NULL,1
1924,ཁྲིམས་དཔོན,NULL,NULL,3,NULL,1
1925,གང་ན,NULL,NULL,3,NULL,1
1926,གཅིག་གཉིས,NULL,NULL,3,NULL,1
1927,གཉིས་ཆ,NULL,NULL,3,NULL,1
1928,གཏང་ན,NULL,NULL,3,NULL,1
1929,གད་སྙིགས,NULL,NULL,3,NULL,1
1930,གནང་ཡ,NULL,NULL,3,NULL,1
1931,གཙོ,NULL,NULL,3,NULL,1
1932,གཞུང་ལུགས,NULL,NULL,3,NULL,1
1933,གསུང་འབུམ,NULL,NULL,3,NULL,1
1934,གསེར་གཏེར་འབུམ,NULL,NULL,3,NULL,1
1935,གསོལ་ལྕོག,NULL,NULL,3,NULL,1
1936,གསོས,NULL,NULL,3,NULL,1
1937,གུས་པ,NULL,NULL,3,NULL,1
1938,གྲོ་མ,NULL,NULL,3,NULL,1
1939,གྲོགས,NULL,NULL,3,NULL,1
1940,ངུ་འབོད,NULL,NULL,3,NULL,1
1941,ངོ་ཚ,NULL,NULL,3,NULL,1
1942,ཇེ་ཆེ,NULL,NULL,3,NULL,1
1943,ཉུང་ཉུང,NULL,NULL,3,NULL,1
1944,དགེ་བའི་བཤེས་གཉེན,NULL,NULL,3,NULL,1
1945,དགོངས་པ,NULL,NULL,3,NULL,1
1946,དགོན,NULL,NULL,3,NULL,1
1947,དངངས་སྐྲག,NULL,NULL,3,NULL,1
1948,དཔའ་ཉམས,NULL,NULL,3,NULL,1
1949,དབྱངས་ཅན་ལྷ་མོ,NULL,NULL,3,NULL,1
1950,དུམ་བུ,NULL,NULL,3,NULL,1
1951,ནམ་ཞིག,NULL,NULL,3,NULL,1
1952,ཕྱིན་ན,NULL,NULL,3,NULL,1
1953,ཕྲུ་གུ་ཚོ,NULL,NULL,3,NULL,1
1954,བཀང,NULL,NULL,3,NULL,1
1955,བཅངས,NULL,NULL,3,NULL,1
1956,བཅོ་བརྒྱད,NULL,NULL,3,NULL,1
1957,བཞུགས་པ,NULL,NULL,3,NULL,1
1958,བཟས་པ,NULL,NULL,3,NULL,1
1959,བཟུང་བ,NULL,NULL,3,NULL,1
1960,བཟོས་ན,NULL,NULL,3,NULL,1
1961,བསྐོལ,NULL,NULL,3,NULL,1
1962,བསྐྱེད,NULL,NULL,3,NULL,1
1963,བསྙེན་པ,NULL,NULL,3,NULL,1
1964,བྱ་སྐད,NULL,NULL,3,NULL,1
1965,མ་ཎི,NULL,NULL,3,NULL,1
1966,མ་བཏང་བ,NULL,NULL,3,NULL,1
1967,མ་རྙེད་པ,NULL,NULL,3,NULL,1
1968,མཐོ་བ,NULL,NULL,3,NULL,1
1969,མནར,NULL,NULL,3,NULL,1
1970,མི་གཞན,NULL,NULL,3,NULL,1
1971,མི་ཚང,NULL,NULL,3,NULL,1
1972,ཚད་མ,NULL,NULL,3,NULL,1
1973,ཝེ,NULL,NULL,3,NULL,1
1974,ཞྭ་དམར,NULL,NULL,3,NULL,1
1975,འཁྱེར་བ,NULL,NULL,3,NULL,1
1976,འགལ,NULL,NULL,3,NULL,1
1977,འགྲིག་ས,NULL,NULL,3,NULL,1
1978,འཇུས,NULL,NULL,3,NULL,1
1979,འབྲེལ་ཡོད,NULL,NULL,3,NULL,1
1980,འོངས་པ,NULL,NULL,3,NULL,1
1981,ཡ་མཚན་ཅན,NULL,NULL,3,NULL,1
1982,ཡོང་ས,NULL,NULL,3,NULL,1
1983,རྐང་བ,NULL,NULL,3,NULL,1
1984,རྒྱ་ཆེ,NULL,NULL,3,NULL,1
1985,རྒྱུན་ལྡན,NULL,NULL,3,NULL,1
1986,རྣམ་ཐར,NULL,NULL,3,NULL,1
1987,རྫོང་དཔོན,NULL,NULL,3,NULL,1
1988,ལོགས་ཀ,NULL,NULL,3,NULL,1
1989,ལོས,NULL,NULL,3,NULL,1
1990,ལྟ་དུས,NULL,NULL,3,NULL,1
1991,ཤར་བ,NULL,NULL,3,NULL,1
1992,ཤེས་ན,NULL,NULL,3,NULL,1
1993,སོང་ད,NULL,NULL,3,NULL,1
1994,སྐྱ་ཀ,NULL,NULL,3,NULL,1
1995,སྒམ,NULL,NULL,3,NULL,1
1996,སྔ,NULL,NULL,3,NULL,1
1997,སྔོན་པོ,NULL,NULL,3,NULL,1
1998,སྡུག་ཅག,NULL,NULL,3,NULL,1
1999,སྣ,NULL,NULL,3,NULL,1
2000,སློབ་གྲོགས,NULL,NULL,3,NULL,1
2001,ཀློག་རྩལ,NULL,NULL,3,NULL,1
2002,ཁ་གཏད,NULL,NULL,3,NULL,1
2003,ཁ་རོག,NULL,NULL,3,NULL,1
2004,ཁོ་པ,NULL,NULL,3,NULL,1
2005,ཁྱད་མཚར་པོ,NULL,NULL,3,NULL,1
2006,ཁྱབ,NULL,NULL,3,NULL,1
2007,ཁྱུ,NULL,NULL,3,NULL,1
2008,གང་ཡོད,NULL,NULL,3,NULL,1
2009,གཏན་ཁེལ,NULL,NULL,3,NULL,1
2010,གཞོན་སྐྱེས,NULL,NULL,3,NULL,1
2011,གསར,NULL,NULL,3,NULL,1
2012,གསལ,NULL,NULL,3,NULL,1
2013,གསལ་སྒྲོན,NULL,NULL,3,NULL,1
2014,གསུང་པ,NULL,NULL,3,NULL,1
2015,གྲུབ་འབྲས,NULL,NULL,3,NULL,1
2016,གླང་ཆེན,NULL,NULL,3,NULL,1
2017,གློད,NULL,NULL,3,NULL,1
2018,ཆེ་རུ,NULL,NULL,3,NULL,1
2019,ཆེན,NULL,NULL,3,NULL,1
2020,ཉམས་ཆག,NULL,NULL,3,NULL,1
2021,ཐར་པ,NULL,NULL,3,NULL,1
2022,ཐུན་མོང,NULL,NULL,3,NULL,1
2023,ད་ཅི,NULL,NULL,3,NULL,1
2024,དཀྱིལ་མ,NULL,NULL,3,NULL,1
2025,དགེ་སྦྱོར,NULL,NULL,3,NULL,1
2026,དགོངས་དག,NULL,NULL,3,NULL,1
2027,དམན་སྤྲེལ་མོ,NULL,NULL,3,NULL,1
2028,དུ་མ,NULL,NULL,3,NULL,1
2029,དེ་ཉིད,NULL,NULL,3,NULL,1
2030,དེ་ལྟ,NULL,NULL,3,NULL,1
2031,དོན་དངོས,NULL,NULL,3,NULL,1
2032,ནང་ལོགས་ན,NULL,NULL,3,NULL,1
2033,ནུབ,NULL,NULL,3,NULL,1
2034,ནོར་འཁྲུལ,NULL,NULL,3,NULL,1
2035,ཕར་ཚུར,NULL,NULL,3,NULL,1
2036,ཕྱོགས་གཅིག,NULL,NULL,3,NULL,1
