id,text,pos,lemma,level,sense,type
540,འཇིག་རྟེན,NULL,NULL,2,NULL,1
541,འདོད་པ,NULL,NULL,2,NULL,1
542,ག,NULL,NULL,2,NULL,1
543,མནའ་མ,NULL,NULL,2,NULL,1
544,འདུག་ད,NULL,NULL,2,NULL,1
545,ཡུན་རིང,NULL,NULL,2,NULL,1
546,ལམ་སེང,NULL,NULL,2,NULL,1
547,སྟག,NULL,NULL,2,NULL,1
548,གྲ་སྒྲིག,NULL,NULL,2,NULL,1
549,དགེ་བ,NULL,NULL,2,NULL,1
550,ཕན་ཐོགས,NULL,NULL,2,NULL,1
551,བདག་པོ,NULL,NULL,2,NULL,1
552,ཚར་བ,NULL,NULL,2,NULL,1
553,འཕུར,NULL,NULL,2,NULL,1
554,ཡོན་ཏན,NULL,NULL,2,NULL,1
555,ཤུགས,NULL,NULL,2,NULL,1
556,གསུམ་པ,NULL,NULL,2,NULL,1
557,དོན་དག,NULL,NULL,2,NULL,1
558,དྲི་བ,NULL,NULL,2,NULL,1
559,བཀའ་དྲིན,NULL,NULL,2,NULL,1
560,བྱེད་མཁན,NULL,NULL,2,NULL,1
561,བྱེད་སྟངས,NULL,NULL,2,NULL,1
562,འགྲོ་དུས,NULL,NULL,2,NULL,1
563,འཇོག,NULL,NULL,2,NULL,1
564,འདུག་གས,NULL,NULL,2,NULL,1
565,སྐྲག,NULL,NULL,2,NULL,1
566,སྦྱིན་བདག,NULL,NULL,2,NULL,1
567,གཞུང,NULL,NULL,2,NULL,1
568,ཅི་ཡང,NULL,NULL,2,NULL,1
569,བྱིས་པ,NULL,NULL,2,NULL,1
570,རྩོད་པ,NULL,NULL,2,NULL,1
571,ལྷ་ཅིག,NULL,NULL,2,NULL,1
572,སེམས་ཅན,NULL,NULL,2,NULL,1
573,གྱུར་པ,NULL,NULL,2,NULL,1
574,ནང་ན,NULL,NULL,2,NULL,1
575,ཕུལ,NULL,NULL,2,NULL,1
576,ཕྱག,NULL,NULL,2,NULL,1
577,བཞུགས,NULL,NULL,2,NULL,1
578,མོ་རང,NULL,NULL,2,NULL,1
579,འབྲི,NULL,NULL,2,NULL,1
580,ལོ་རྒྱུས,NULL,NULL,2,NULL,1
581,ཁོ་མོ,NULL,NULL,2,NULL,1
582,དོ་སྣང,NULL,NULL,2,NULL,1
583,ནང་དོན,NULL,NULL,2,NULL,1
584,རུང,NULL,NULL,2,NULL,1
585,རྒྱབ,NULL,NULL,2,NULL,1
586,རྗེས་མ,NULL,NULL,2,NULL,1
587,རྟག་པར,NULL,NULL,2,NULL,1
588,ཁུར,NULL,NULL,2,NULL,1
589,གཅིག་པ,NULL,NULL,2,NULL,1
590,ཐུགས་རྗེ་ཆེ,NULL,NULL,2,NULL,1
591,མཉམ་དུ,NULL,NULL,2,NULL,1
592,མི་ཚེ,NULL,NULL,2,NULL,1
593,ཁ་དོག,NULL,NULL,2,NULL,1
594,ཉོ,NULL,NULL,2,NULL,1
595,ཐུག,NULL,NULL,2,NULL,1
596,དངོས,NULL,NULL,2,NULL,1
597,ཕ,NULL,NULL,2,NULL,1
598,མ་ཐུབ་པ,NULL,NULL,2,NULL,1
599,སྔོན་ལ,NULL,NULL,2,NULL,1
600,སྦྱོང,NULL,NULL,2,NULL,1
601,གཅིག་པུ,NULL,NULL,2,NULL,1
602,དེ་བ,NULL,NULL,2,NULL,1
603,མི་དགོས,NULL,NULL,2,NULL,1
604,འཐེན,NULL,NULL,2,NULL,1
605,ཤིང་སྡོང,NULL,NULL,2,NULL,1
606,སོང་ང,NULL,NULL,2,NULL,1
607,སྣ་ཚོགས,NULL,NULL,2,NULL,1
608,གཟུགས་པོ,NULL,NULL,2,NULL,1
609,གལ,NULL,NULL,2,NULL,1
610,དེ་ནས་བཟུང,NULL,NULL,2,NULL,1
611,བུད་མེད,NULL,NULL,2,NULL,1
612,མེ,NULL,NULL,2,NULL,1
613,ཞིབ་འཇུག,NULL,NULL,2,NULL,1
614,འོང,NULL,NULL,2,NULL,1
615,རྦད་དེ,NULL,NULL,2,NULL,1
616,ལྔ,NULL,NULL,2,NULL,1
617,ལྟ་བ,NULL,NULL,2,NULL,1
618,ཡར་རྒྱས,NULL,NULL,2,NULL,1
619,སོ,NULL,NULL,2,NULL,1
620,ཁྱོ་བོ,NULL,NULL,2,NULL,1
621,གིན,NULL,NULL,2,NULL,1
622,བརྒྱབ་པ,NULL,NULL,2,NULL,1
623,མཐའ་མ,NULL,NULL,2,NULL,1
624,ཞོག,NULL,NULL,2,NULL,1
625,འཛིན,NULL,NULL,2,NULL,1
626,སྡུག་བསྔལ,NULL,NULL,2,NULL,1
627,སྨྲས,NULL,NULL,2,NULL,1
628,ནོར་བུ,NULL,NULL,2,NULL,1
629,ཕན་ཚུན,NULL,NULL,2,NULL,1
630,ཞུས་པ,NULL,NULL,2,NULL,1
631,འཕྲད,NULL,NULL,2,NULL,1
632,རྙེད,NULL,NULL,2,NULL,1
633,ལམ་རིམ,NULL,NULL,2,NULL,1
634,གོང་མ,NULL,NULL,2,NULL,1
635,ངམ,NULL,NULL,2,NULL,1
636,ཉ,NULL,NULL,2,NULL,1
637,ན་རེ,NULL,NULL,2,NULL,1
638,ཕྱི་ཉིན,NULL,NULL,2,NULL,1
639,ཕྱེད་ཀ,NULL,NULL,2,NULL,1
640,བྱས་ནས,NULL,NULL,2,NULL,1
641,མང་བོ,NULL,NULL,2,NULL,1
642,ཟིན,NULL,NULL,2,NULL,1
643,ཡོད་མེད,NULL,NULL,2,NULL,1
644,རྐྱང་རྐྱང,NULL,NULL,2,NULL,1
645,སྦྱིན་པ་ཆེན་པོ,NULL,NULL,2,NULL,1
646,སྲོག་ཆགས,NULL,NULL,2,NULL,1
647,གཅུང་མོ,NULL,NULL,2,NULL,1
648,གཏམ,NULL,NULL,2,NULL,1
649,གྱད་མི,NULL,NULL,2,NULL,1
650,གྱོན,NULL,NULL,2,NULL,1
651,གྲབས,NULL,NULL,2,NULL,1
652,ངོ,NULL,NULL,2,NULL,1
653,ད་ལོ,NULL,NULL,2,NULL,1
654,བསམས,NULL,NULL,2,NULL,1
655,མིག་གཉིས་མ,NULL,NULL,2,NULL,1
656,འཁྲིས,NULL,NULL,2,NULL,1
657,སྟབས,NULL,NULL,2,NULL,1
658,ཀུ་ཤུ,NULL,NULL,2,NULL,1
659,གཅེན་མོ,NULL,NULL,2,NULL,1
660,ཐེངས,NULL,NULL,2,NULL,1
661,བཏགས,NULL,NULL,2,NULL,1
662,གཞོན་ནུ,NULL,NULL,2,NULL,1
663,ཐག,NULL,NULL,2,NULL,1
664,ནང་ཆོས,NULL,NULL,2,NULL,1
665,བཟོ་ཡ,NULL,NULL,2,NULL,1
666,བསད,NULL,NULL,2,NULL,1
667,བསྒྲུབ,NULL,NULL,2,NULL,1
668,མཁས་པ,NULL,NULL,2,NULL,1
669,མུ་མཐུད,NULL,NULL,2,NULL,1
670,ཚེས,NULL,NULL,2,NULL,1
671,ཟླ,NULL,NULL,2,NULL,1
672,འགྲམ,NULL,NULL,2,NULL,1
673,ལམ་སང,NULL,NULL,2,NULL,1
674,སློབ་ཕྲུག,NULL,NULL,2,NULL,1
675,ཁོར་ཡུག,NULL,NULL,2,NULL,1
676,གཏན,NULL,NULL,2,NULL,1
677,གོ་སྐབས,NULL,NULL,2,NULL,1
678,བཅུ,NULL,NULL,2,NULL,1
679,བྱོས,NULL,NULL,2,NULL,1
680,ཟིན་པ,NULL,NULL,2,NULL,1
681,འགའ,NULL,NULL,2,NULL,1
682,སྐར་མ,NULL,NULL,2,NULL,1
683,སྔགས,NULL,NULL,2,NULL,1
684,སྲིད,NULL,NULL,2,NULL,1
685,ཁྱེད་ཚོ,NULL,NULL,2,NULL,1
686,གནས་སྟངས,NULL,NULL,2,NULL,1
687,གྲོང་ཁྱེར,NULL,NULL,2,NULL,1
688,དགེ་རྒན,NULL,NULL,2,NULL,1
689,བདུན,NULL,NULL,2,NULL,1
690,བདེ་སྐྱིད,NULL,NULL,2,NULL,1
691,བསྐྱལ,NULL,NULL,2,NULL,1
692,བྲམ་ཟེ,NULL,NULL,2,NULL,1
693,ཚུལ,NULL,NULL,2,NULL,1
694,འཁུར,NULL,NULL,2,NULL,1
695,རི་དྭགས,NULL,NULL,2,NULL,1
696,རུས་སྦལ,NULL,NULL,2,NULL,1
697,སྟག་མོ,NULL,NULL,2,NULL,1
698,སྨོན་ལམ,NULL,NULL,2,NULL,1
699,ཅ་ལག,NULL,NULL,2,NULL,1
700,ད་ག་སེ,NULL,NULL,2,NULL,1
701,བཅད,NULL,NULL,2,NULL,1
702,མགོ་བོ,NULL,NULL,2,NULL,1
703,ཚེམ་བུ་བ,NULL,NULL,2,NULL,1
704,ཞི་མི,NULL,NULL,2,NULL,1
705,ཞུགས,NULL,NULL,2,NULL,1
706,འཕྲོ་བརླག,NULL,NULL,2,NULL,1
707,ཡིན་ནའང,NULL,NULL,2,NULL,1
708,རྒན,NULL,NULL,2,NULL,1
709,རྩིས,NULL,NULL,2,NULL,1
710,ཤག,NULL,NULL,2,NULL,1
711,སྤྲོད,NULL,NULL,2,NULL,1
712,ཁམ་བུ,NULL,NULL,2,NULL,1
713,ཐོབ,NULL,NULL,2,NULL,1
714,ཕན,NULL,NULL,2,NULL,1
715,ག་བ,NULL,NULL,2,NULL,1
716,དབྱེ་བ,NULL,NULL,2,NULL,1
717,བསྟན་པ,NULL,NULL,2,NULL,1
718,མཁན་པོ,NULL,NULL,2,NULL,1
719,མཚན་མོ,NULL,NULL,2,NULL,1
720,ཞིམ་པོ,NULL,NULL,2,NULL,1
721,འབྲིང་བ,NULL,NULL,2,NULL,1
722,ལྷུང,NULL,NULL,2,NULL,1
723,སོང་ངས,NULL,NULL,2,NULL,1
724,སྐབས་དེ,NULL,NULL,2,NULL,1
725,གྱིན,NULL,NULL,2,NULL,1
726,ཉོས,NULL,NULL,2,NULL,1
727,ད་ནི,NULL,NULL,2,NULL,1
728,དབུལ་པོ,NULL,NULL,2,NULL,1
729,བཀའ,NULL,NULL,2,NULL,1
730,སླེབས་དུས,NULL,NULL,2,NULL,1
731,ཨུད་པ་ལ,NULL,NULL,2,NULL,1
732,ཀྲུང་གོ,NULL,NULL,2,NULL,1
733,ཁོས,NULL,NULL,2,NULL,1
734,གང་འདྲ,NULL,NULL,2,NULL,1
735,གནང་བ,NULL,NULL,2,NULL,1
736,གལ་ཏེ,NULL,NULL,2,NULL,1
737,ཐུབ་ན,NULL,NULL,2,NULL,1
738,དྲན་པ,NULL,NULL,2,NULL,1
739,ནུས་པ,NULL,NULL,2,NULL,1
740,ཡིད་ཆེས,NULL,NULL,2,NULL,1
741,ཡོངས,NULL,NULL,2,NULL,1
742,རྩེད་མོ,NULL,NULL,2,NULL,1
743,ཁ་ཏོན,NULL,NULL,2,NULL,1
744,ཁྱད་པར,NULL,NULL,2,NULL,1
745,གད་མོ,NULL,NULL,2,NULL,1
746,ཇོ་བོ་རིན་པོ,NULL,NULL,2,NULL,1
747,ཐོན་པ,NULL,NULL,2,NULL,1
748,དགའ་པོ,NULL,NULL,2,NULL,1
749,དེ་བས,NULL,NULL,2,NULL,1
750,ཕོ་གསར,NULL,NULL,2,NULL,1
751,མ་ཐག,NULL,NULL,2,NULL,1
752,མ་བྱུང,NULL,NULL,2,NULL,1
753,མ་རེད་པས,NULL,NULL,2,NULL,1
754,མང་ཆེ་བ,NULL,NULL,2,NULL,1
755,ཟོས,NULL,NULL,2,NULL,1
756,འགྲེལ་བཤད,NULL,NULL,2,NULL,1
757,འཇུག,NULL,NULL,2,NULL,1
758,རྗེས་ལ,NULL,NULL,2,NULL,1
759,ཁྱོ,NULL,NULL,2,NULL,1
760,དགའ་བ,NULL,NULL,2,NULL,1
761,དཔེ་ཡག་པོ,NULL,NULL,2,NULL,1
762,དྲུག,NULL,NULL,2,NULL,1
763,ནང་པ,NULL,NULL,2,NULL,1
764,བསྒྱུར,NULL,NULL,2,NULL,1
765,བུ་ཆུང,NULL,NULL,2,NULL,1
766,བླ་ཆེན,NULL,NULL,2,NULL,1
767,མཚམས,NULL,NULL,2,NULL,1
768,ཞེ་དྲགས,NULL,NULL,2,NULL,1
769,འདི་ནི,NULL,NULL,2,NULL,1
770,རྒན་པོ,NULL,NULL,2,NULL,1
771,ལུག,NULL,NULL,2,NULL,1
772,ལྷམ,NULL,NULL,2,NULL,1
773,ཁྲིམས,NULL,NULL,2,NULL,1
774,ཐོས་པ,NULL,NULL,2,NULL,1
775,དེ་ག་རང,NULL,NULL,2,NULL,1
776,དེ་ན,NULL,NULL,2,NULL,1
777,ནག་པོ,NULL,NULL,2,NULL,1
778,བཟས,NULL,NULL,2,NULL,1
779,བྱ་ཕོ,NULL,NULL,2,NULL,1
780,མ་གཞི,NULL,NULL,2,NULL,1
781,མ་བུ,NULL,NULL,2,NULL,1
782,མཛེས་མ,NULL,NULL,2,NULL,1
783,ཡག,NULL,NULL,2,NULL,1
784,རྡོ,NULL,NULL,2,NULL,1
785,ལྔ་བཅུ,NULL,NULL,2,NULL,1
786,སྐྱེལ,NULL,NULL,2,NULL,1
787,སྔ་མོ,NULL,NULL,2,NULL,1
788,སྙིང,NULL,NULL,2,NULL,1
789,གཡུག,NULL,NULL,2,NULL,1
790,གོས,NULL,NULL,2,NULL,1
791,ཕར་ཕྱོགས,NULL,NULL,2,NULL,1
792,མང་ཚོགས,NULL,NULL,2,NULL,1
793,མངགས,NULL,NULL,2,NULL,1
794,ཚོས,NULL,NULL,2,NULL,1
795,རིག་པ,NULL,NULL,2,NULL,1
796,རྐང་པ,NULL,NULL,2,NULL,1
797,ཤི་བ,NULL,NULL,2,NULL,1
798,ཤེས་པ,NULL,NULL,2,NULL,1
799,སྤྲེའུ,NULL,NULL,2,NULL,1
800,ཁོ་ན,NULL,NULL,2,NULL,1
801,ཐོག་མ,NULL,NULL,2,NULL,1
802,དཔེ་ཁྲིད,NULL,NULL,2,NULL,1
803,དེར,NULL,NULL,2,NULL,1
804,དྲུང,NULL,NULL,2,NULL,1
805,བཀྲ་ཤིས,NULL,NULL,2,NULL,1
806,བག་ལེབ,NULL,NULL,2,NULL,1
807,མང,NULL,NULL,2,NULL,1
808,མཆོངས,NULL,NULL,2,NULL,1
809,ཞུ་བ,NULL,NULL,2,NULL,1
810,ཡོད་པས,NULL,NULL,2,NULL,1
811,ཡོད་བ,NULL,NULL,2,NULL,1
812,རྣམ་པ,NULL,NULL,2,NULL,1
813,སྐྱེ་བ,NULL,NULL,2,NULL,1
814,སྒྲུབ,NULL,NULL,2,NULL,1
815,སྡེ་བ,NULL,NULL,2,NULL,1
816,སྲིན་པོ,NULL,NULL,2,NULL,1
817,ཀུན,NULL,NULL,2,NULL,1
818,གདོང,NULL,NULL,2,NULL,1
819,ཆུང,NULL,NULL,2,NULL,1
820,ཉིན་གུང,NULL,NULL,2,NULL,1
821,ཐབས་ཤེས,NULL,NULL,2,NULL,1
822,དམ་པ,NULL,NULL,2,NULL,1
823,དེས་ན,NULL,NULL,2,NULL,1
824,བབས,NULL,NULL,2,NULL,1
825,འགོར,NULL,NULL,2,NULL,1
826,ཡག་ཤོས,NULL,NULL,2,NULL,1
827,རྒོད་མ,NULL,NULL,2,NULL,1
828,ལུ་གུ,NULL,NULL,2,NULL,1
829,སྐེ,NULL,NULL,2,NULL,1
830,སྒྲོལ་མ,NULL,NULL,2,NULL,1
831,སྦལ་པ,NULL,NULL,2,NULL,1
832,སྲོག,NULL,NULL,2,NULL,1
833,ཁྱིམ་ཚང,NULL,NULL,2,NULL,1
834,ཁྲི,NULL,NULL,2,NULL,1
835,གཏད,NULL,NULL,2,NULL,1
836,ནོར,NULL,NULL,2,NULL,1
837,བཅུག་པ,NULL,NULL,2,NULL,1
838,བརྗོད,NULL,NULL,2,NULL,1
839,བསྡུས་གྲྭ,NULL,NULL,2,NULL,1
840,བྱིན,NULL,NULL,2,NULL,1
841,བྱེད་བཞིན,NULL,NULL,2,NULL,1
842,མ་འོངས་པ,NULL,NULL,2,NULL,1
843,མི་ཐུབ་པ,NULL,NULL,2,NULL,1
844,མི་ཤེས,NULL,NULL,2,NULL,1
845,མེ་ཏོག,NULL,NULL,2,NULL,1
846,འཚོལ,NULL,NULL,2,NULL,1
847,རབ་ཏུ,NULL,NULL,2,NULL,1
848,ལྔ་བརྒྱ,NULL,NULL,2,NULL,1
849,ཤར,NULL,NULL,2,NULL,1
850,སེམས་ཁྲལ,NULL,NULL,2,NULL,1
851,སྒོ་ང,NULL,NULL,2,NULL,1
852,སྒོ་ནས,NULL,NULL,2,NULL,1
853,སྡིག་པ,NULL,NULL,2,NULL,1
854,ཁྱད་མཚར,NULL,NULL,2,NULL,1
855,ཁྲག,NULL,NULL,2,NULL,1
856,གསོད,NULL,NULL,2,NULL,1
857,གོ་བ,NULL,NULL,2,NULL,1
858,དེ་སྐད,NULL,NULL,2,NULL,1
859,དེས,NULL,NULL,2,NULL,1
860,བོས,NULL,NULL,2,NULL,1
861,མགར,NULL,NULL,2,NULL,1
862,མཛོད,NULL,NULL,2,NULL,1
863,ཡིན་མིན,NULL,NULL,2,NULL,1
864,ཡིན་ཡང,NULL,NULL,2,NULL,1
865,རྐུན་མ,NULL,NULL,2,NULL,1
866,སྟོན་པ,NULL,NULL,2,NULL,1
867,སློབ་མ,NULL,NULL,2,NULL,1
868,ཨ་ཕ,NULL,NULL,2,NULL,1
869,གྲོད་ཁོག,NULL,NULL,2,NULL,1
870,ང་གཉིས,NULL,NULL,2,NULL,1
871,ཆེན་མོ,NULL,NULL,2,NULL,1
872,དགེ་བཤེས,NULL,NULL,2,NULL,1
873,བསྡུས,NULL,NULL,2,NULL,1
874,མ་བྱས་པ,NULL,NULL,2,NULL,1
875,མཐོན་པོ,NULL,NULL,2,NULL,1
876,མི་རིགས,NULL,NULL,2,NULL,1
877,ཚད,NULL,NULL,2,NULL,1
878,ཡུད་ཙམ,NULL,NULL,2,NULL,1
879,རོལ,NULL,NULL,2,NULL,1
880,རྩྭ,NULL,NULL,2,NULL,1
881,སྔར་བཞིན,NULL,NULL,2,NULL,1
882,སྡོང་དུམ,NULL,NULL,2,NULL,1
883,སྦྱངས,NULL,NULL,2,NULL,1
884,སྲུང,NULL,NULL,2,NULL,1
885,གཞོན་པ,NULL,NULL,2,NULL,1
886,གྲྭ་པ,NULL,NULL,2,NULL,1
887,ཆོ་ག,NULL,NULL,2,NULL,1
888,ཉིད,NULL,NULL,2,NULL,1
889,དགོང་མོ,NULL,NULL,2,NULL,1
890,དེ་ལས,NULL,NULL,2,NULL,1
891,བཅོ་ལྔ,NULL,NULL,2,NULL,1
892,བསགས,NULL,NULL,2,NULL,1
893,བསྐུར,NULL,NULL,2,NULL,1
894,བློ་བཟང,NULL,NULL,2,NULL,1
895,འ,NULL,NULL,2,NULL,1
896,རོ,NULL,NULL,2,NULL,1
897,ཁེངས,NULL,NULL,2,NULL,1
898,ཁོ་རང་ཚོ,NULL,NULL,2,NULL,1
899,ག་པར,NULL,NULL,2,NULL,1
900,གང་ཡང,NULL,NULL,2,NULL,1
901,གཡོག་པོ,NULL,NULL,2,NULL,1
902,གློག་ཀླད,NULL,NULL,2,NULL,1
903,ངོ་མ,NULL,NULL,2,NULL,1
904,ཆ་ཚང,NULL,NULL,2,NULL,1
905,ཇོ་ཇོ,NULL,NULL,2,NULL,1
906,ཉལ་ཁྲི,NULL,NULL,2,NULL,1
907,བཀྲ་ཤིས་བདེ་ལེགས,NOUN,NULL,2,NULL,1
908,བཟའ་ཟླ,NULL,NULL,2,NULL,1
909,བརྗོད་གཞི,NULL,NULL,2,NULL,1
910,མོ་མ,NULL,NULL,2,NULL,1
911,ཞོར,NULL,NULL,2,NULL,1
912,འཁོར་བ,NULL,NULL,2,NULL,1
913,འགྲོ་ན,NULL,NULL,2,NULL,1
914,ཡོད་ས་རེད,NULL,NULL,2,NULL,1
915,རྒས་པོ,NULL,NULL,2,NULL,1
916,རྒྱལ་སྲིད,NULL,NULL,2,NULL,1
917,སློབ་ཚན,NULL,NULL,2,NULL,1
918,ཁས་ལེན,NULL,NULL,2,NULL,1
919,གསུངས་པ,NULL,NULL,2,NULL,1
920,ཆེད་དུ,NULL,NULL,2,NULL,1
921,ཆོས་ལུགས,NULL,NULL,2,NULL,1
922,དམག་མི,NULL,NULL,2,NULL,1
923,དེད,NULL,NULL,2,NULL,1
924,བཀའ་སློབ,NULL,NULL,2,NULL,1
925,འགྱུར་བ,NULL,NULL,2,NULL,1
926,འདིར,NULL,NULL,2,NULL,1
927,ཡོང་ན,NULL,NULL,2,NULL,1
928,རྒྱ་ཡིག,NULL,NULL,2,NULL,1
929,ཤོག་བུ,NULL,NULL,2,NULL,1
930,ཤོར་བ,NULL,NULL,2,NULL,1
931,སྐྱེ,NULL,NULL,2,NULL,1
932,ཨན,NULL,NULL,2,NULL,1
933,གཏམ་རྒྱུད,NULL,NULL,2,NULL,1
934,ངོ་སྤྲོད,NULL,NULL,2,NULL,1
935,ཆད,NULL,NULL,2,NULL,1
936,ཉམས་མྱོང,NULL,NULL,2,NULL,1
937,ཐུག་པ,NULL,NULL,2,NULL,1
938,ཐུགས,NULL,NULL,2,NULL,1
939,དཀར་ཡོལ,NULL,NULL,2,NULL,1
940,དྲིས་པ་ན,NULL,NULL,2,NULL,1
941,བཏབ་པ,NULL,NULL,2,NULL,1
942,བསྐོར,NULL,NULL,2,NULL,1
943,མཆོད,NULL,NULL,2,NULL,1
944,ཚེ་རིང,NULL,NULL,2,NULL,1
945,ཞལ་ལག,NULL,NULL,2,NULL,1
946,འདྲི,NULL,NULL,2,NULL,1
947,འདྲེ,NULL,NULL,2,NULL,1
948,རྐྱེན,NULL,NULL,2,NULL,1
949,རྩོམ་རིག,NULL,NULL,2,NULL,1
950,ལྷ་ས,NULL,NULL,2,NULL,1
951,སྒོ་ཁ,NULL,NULL,2,NULL,1
952,ཨོ,NULL,NULL,2,NULL,1
953,གཙང་པོ,NULL,NULL,2,NULL,1
954,གོན,NULL,NULL,2,NULL,1
955,ཆས,NULL,NULL,2,NULL,1
956,ཐད,NULL,NULL,2,NULL,1
957,དམག,NULL,NULL,2,NULL,1
958,ཕུད,NULL,NULL,2,NULL,1
959,བཅུ་གཉིས,NULL,NULL,2,NULL,1
960,བརྗེད,NULL,NULL,2,NULL,1
961,བལྟས་ན,NULL,NULL,2,NULL,1
962,བསོད་ནམས,NULL,NULL,2,NULL,1
963,མ་སོང་བ,NULL,NULL,2,NULL,1
964,མི་མང,NULL,NULL,2,NULL,1
965,མྱུར་བ,NULL,NULL,2,NULL,1
966,ཞིང་པ,NULL,NULL,2,NULL,1
967,འབྲས་བུ,NULL,NULL,2,NULL,1
968,ཡོད་ཀྱོག,NULL,NULL,2,NULL,1
969,ཡོད་ཚད,NULL,NULL,2,NULL,1
970,སྐྱོན,NULL,NULL,2,NULL,1
971,སྔར,NULL,NULL,2,NULL,1
972,ཨེ་རེད,NULL,NULL,2,NULL,1
973,ཁོ་བོ,NULL,NULL,2,NULL,1
974,ཉི་ཤུ,NULL,NULL,2,NULL,1
975,ཐ་སྙད,NULL,NULL,2,NULL,1
976,ཐེར་གེ,NULL,NULL,2,NULL,1
977,དགེ་སློང,NULL,NULL,2,NULL,1
978,དཔེ་མང་པོ,NULL,NULL,2,NULL,1
979,བསྡད་ཡ,NULL,NULL,2,NULL,1
980,མ་བྱས,NULL,NULL,2,NULL,1
981,མཐུན་པ,NULL,NULL,2,NULL,1
982,མི་འདུག་བ,NULL,NULL,2,NULL,1
983,ཚལ,NULL,NULL,2,NULL,1
984,འཕྲད་པ,NULL,NULL,2,NULL,1
985,ཡོངས་རྫོགས,NULL,NULL,2,NULL,1
986,རྒྱུ་ནོར,NULL,NULL,2,NULL,1
987,ལམ་བར,NULL,NULL,2,NULL,1
988,ལྷག་པ,NULL,NULL,2,NULL,1
989,སྐྱ་བོ,NULL,NULL,2,NULL,1
990,སྒེའུ་ཁུང,NULL,NULL,2,NULL,1
991,སྟག་རྒོད,NULL,NULL,2,NULL,1
992,ཨང,NULL,NULL,2,NULL,1
993,ཁོང་གཉིས,NULL,NULL,2,NULL,1
994,གཞི,NULL,NULL,2,NULL,1
995,གསར་བ,NULL,NULL,2,NULL,1
996,གུས་མོ,NULL,NULL,2,NULL,1
997,ཆར་པ,NULL,NULL,2,NULL,1
998,དཔེ་མཛོད,NULL,NULL,2,NULL,1
999,བཅོམ་ལྡན་འདས,NULL,NULL,2,NULL,1
1000,བསླབ་བྱ,NULL,NULL,2,NULL,1
1001,མཆོད་རྟེན,NULL,NULL,2,NULL,1
1002,ཚ་བོ,NULL,NULL,3,NULL,1
1003,ཚོར་བ,NULL,NULL,3,NULL,1
1004,ཚྭ,NULL,NULL,3,NULL,1
1005,ཟུར,NULL,NULL,3,NULL,1
1006,འོ་ཡ,NULL,NULL,3,NULL,1
1007,ཡང་ན,NULL,NULL,3,NULL,1
1008,ཡང་ཡང,NULL,NULL,3,NULL,1
1009,རྩོམ,NULL,NULL,3,NULL,1
1010,རྫོགས,NULL,NULL,3,NULL,1
1011,སྐྱབས,NULL,NULL,3,NULL,1
1012,གཞན་དག,NULL,NULL,3,NULL,1
1013,གྲལ,NULL,NULL,3,NULL,1
1014,གྲོས,NULL,NULL,3,NULL,1
1015,ཆ,NULL,NULL,3,NULL,1
1016,ཆོག་པ,NULL,NULL,3,NULL,1
1017,ཉིན་ལྟར,NULL,NULL,3,NULL,1
1018,པགས་པ,NULL,NULL,3,NULL,1
1019,པད་ཤག,NULL,NULL,3,NULL,1
1020,བ,NULL,NULL,3,NULL,1
1021,བདེ་བ,NULL,NULL,3,NULL,1
1022,བདེན་པ,NULL,NULL,3,NULL,1
1023,བཞིན་པ,NULL,NULL,3,NULL,1
1024,བསད་པ,NULL,NULL,3,NULL,1
1025,མིན་པ,NULL,NULL,3,NULL,1
1026,འདི་ཚོ,NULL,NULL,3,NULL,1
1027,འདྲ་མ་འདྲ,NULL,NULL,3,NULL,1
1028,རྩ,NULL,NULL,3,NULL,1
1029,སྤོ་བོ,NULL,NULL,3,NULL,1
1030,སྤྲད་པ,NULL,NULL,3,NULL,1
1031,ཀློག་ཡ,NULL,NULL,3,NULL,1
1032,གློག,NULL,NULL,3,NULL,1
1033,དགོས་ས,NULL,NULL,3,NULL,1
1034,བཟོ་ལྟ,NULL,NULL,3,NULL,1
1035,བཟོས་པ,NULL,NULL,3,NULL,1
1036,བུད,NULL,NULL,3,NULL,1
1037,བྱུང་ན,NULL,NULL,3,NULL,1
1038,མ་འགོར་བ,NULL,NULL,3,NULL,1
1039,འཆི་བ,NULL,NULL,3,NULL,1
1040,འདུལ་བ,NULL,NULL,3,NULL,1
1041,འོངས,NULL,NULL,3,NULL,1
1042,རི,NULL,NULL,3,NULL,1
1043,རི་མོ,NULL,NULL,3,NULL,1
1044,རྒྱ,NULL,NULL,3,NULL,1
1045,རྙིང་པ,NULL,NULL,3,NULL,1
1046,ལས་དབང,NULL,NULL,3,NULL,1
1047,ལོག་པ,NULL,NULL,3,NULL,1
1048,ལོངས་སྤྱོད,NULL,NULL,3,NULL,1
1049,སྐྲ,NULL,NULL,3,NULL,1
1050,སྡུག,NULL,NULL,3,NULL,1
1051,སྦྱར,NULL,NULL,3,NULL,1
1052,ཁྲོན་པ,NULL,NULL,3,NULL,1
1053,གསལ་པོ,NULL,NULL,3,NULL,1
1054,གསུམ་པོ,NULL,NULL,3,NULL,1
1055,ཉོབ,NULL,NULL,3,NULL,1
1056,ད་གིན,NULL,NULL,3,NULL,1
1057,དཀོན་མཆོག་གསུམ,NULL,NULL,3,NULL,1
1058,དེ་སྔ,NULL,NULL,3,NULL,1
1059,ཕྱག་འཚལ་ལོ,NULL,NULL,3,NULL,1
